age,marital,balance,loan,contact,deposit
31,single,454,no,cellular,yes
32,married,514,no,cellular,yes
38,single,2885,no,unknown,yes
27,single,567,no,cellular,yes
78,married,2235,no,telephone,yes
60,married,5267,no,cellular,yes
36,married,29,no,cellular,yes
75,married,291,no,cellular,yes
30,single,4889,no,cellular,yes
30,single,502,yes,cellular,yes
50,married,3608,no,cellular,yes
37,married,3556,no,cellular,yes
60,divorced,-41,yes,cellular,yes
26,single,3944,no,cellular,yes
49,married,202,no,cellular,yes
40,single,1175,no,cellular,yes
46,married,974,no,cellular,yes
38,single,3141,no,cellular,yes
74,divorced,4079,no,cellular,yes
35,single,0,no,cellular,yes
50,married,3357,no,cellular,yes
54,married,2587,no,cellular,yes
35,divorced,434,no,cellular,yes
36,single,1291,no,cellular,yes
30,single,315,no,cellular,yes
36,married,394,no,cellular,yes
41,married,5561,no,cellular,yes
30,single,3528,no,cellular,yes
39,married,437,no,unknown,yes
34,single,3119,no,cellular,yes
32,married,264,yes,cellular,yes
35,married,3285,no,cellular,yes
50,married,1396,no,cellular,yes
28,married,510,yes,cellular,yes
44,married,-101,no,cellular,yes
32,married,634,no,cellular,yes
30,single,4210,no,cellular,yes
59,married,0,no,unknown,yes
35,divorced,84,yes,cellular,yes
30,married,278,yes,unknown,yes
42,married,849,no,cellular,yes
63,married,1612,no,telephone,yes
35,single,204,no,cellular,yes
43,divorced,1854,no,cellular,yes
27,single,4661,no,cellular,yes
29,single,1579,no,cellular,yes
54,married,1561,no,cellular,yes
80,married,1468,no,cellular,yes
57,married,2887,no,cellular,yes
33,single,224,no,cellular,yes
65,married,1760,no,cellular,yes
59,married,3735,no,cellular,yes
30,single,19,no,cellular,yes
28,married,61,no,cellular,yes
29,married,95,yes,cellular,yes
31,married,5,yes,cellular,yes
31,single,360,no,cellular,yes
49,married,1730,no,cellular,yes
43,married,0,no,cellular,yes
40,single,7968,no,cellular,yes
39,married,7005,no,cellular,yes
71,married,3020,no,telephone,yes
38,single,605,no,telephone,yes
30,single,376,no,cellular,yes
45,married,891,no,unknown,yes
67,divorced,704,no,cellular,yes
58,married,4348,no,cellular,yes
45,divorced,2353,no,cellular,yes
34,married,8000,no,cellular,yes
27,single,2781,no,cellular,yes
51,married,541,no,cellular,yes
38,married,3576,no,cellular,yes
28,single,2725,no,cellular,yes
25,single,2354,no,cellular,yes
37,married,775,no,cellular,yes
38,married,622,no,unknown,yes
37,single,4,no,cellular,yes
34,single,5,no,cellular,yes
37,single,3943,no,cellular,yes
76,divorced,802,no,cellular,yes
48,married,2351,no,cellular,yes
49,divorced,1807,no,cellular,yes
62,married,2,no,cellular,yes
33,single,2297,no,cellular,yes
19,single,779,no,cellular,yes
25,single,108,no,cellular,yes
31,divorced,459,no,cellular,yes
38,single,110,no,unknown,yes
31,single,13711,no,cellular,yes
24,single,3415,no,cellular,yes
24,single,2376,no,cellular,yes
26,single,181,no,cellular,yes
73,married,448,no,cellular,yes
29,married,714,yes,cellular,yes
49,married,3608,no,cellular,yes
42,married,5310,no,cellular,yes
68,single,2144,no,cellular,yes
60,married,2281,no,cellular,yes
53,divorced,2679,no,cellular,yes
62,married,1495,no,cellular,yes
33,single,1304,no,cellular,yes
36,married,78,no,telephone,yes
46,married,437,no,cellular,yes
37,married,7433,yes,cellular,yes
53,married,6112,no,cellular,yes
34,married,155,no,cellular,yes
24,single,9883,no,cellular,yes
36,married,495,no,cellular,yes
34,married,294,no,cellular,yes
48,single,8990,no,telephone,yes
43,single,3173,no,unknown,yes
32,divorced,53,no,cellular,yes
46,married,640,no,cellular,yes
32,single,217,no,cellular,yes
45,married,804,no,unknown,yes
29,single,1374,no,cellular,yes
25,single,3,yes,cellular,yes
20,single,502,no,cellular,yes
45,married,61,no,unknown,yes
42,divorced,153,no,unknown,yes
29,married,8,yes,cellular,yes
23,single,780,no,cellular,yes
37,married,630,no,cellular,yes
35,married,2161,no,cellular,yes
61,married,32685,no,cellular,yes
31,single,3384,no,cellular,yes
41,married,5310,no,cellular,yes
34,divorced,383,no,unknown,yes
32,single,772,no,unknown,yes
32,married,2976,no,cellular,yes
34,single,2729,no,cellular,yes
35,married,520,no,cellular,yes
44,married,205,no,cellular,yes
32,single,2378,no,cellular,yes
34,married,48,no,cellular,yes
50,married,461,no,unknown,yes
32,single,116,no,cellular,yes
23,married,272,no,cellular,yes
32,single,799,yes,cellular,yes
60,married,0,no,telephone,yes
44,single,1534,no,cellular,yes
30,married,4457,no,cellular,yes
37,married,189,no,cellular,yes
35,single,1880,no,cellular,yes
36,divorced,0,yes,cellular,yes
39,married,11835,no,cellular,yes
25,married,839,no,cellular,yes
33,single,952,no,cellular,yes
28,single,-197,no,unknown,yes
31,single,1657,yes,cellular,yes
56,married,1947,no,cellular,yes
41,married,30,no,cellular,yes
68,divorced,2027,no,cellular,yes
61,married,1332,no,cellular,yes
37,single,72,yes,cellular,yes
28,single,153,no,cellular,yes
46,married,70,no,cellular,yes
53,divorced,36,yes,unknown,yes
32,single,-198,no,unknown,yes
33,single,5,no,cellular,yes
57,married,2326,no,cellular,yes
41,married,67,no,cellular,yes
24,single,598,no,cellular,yes
45,single,1527,no,cellular,yes
49,married,1623,no,cellular,yes
30,single,253,no,cellular,yes
26,single,1445,no,telephone,yes
57,married,256,no,cellular,yes
39,married,1181,no,cellular,yes
40,single,1646,no,cellular,yes
52,divorced,-309,no,unknown,yes
35,single,670,no,cellular,yes
46,divorced,2196,no,cellular,yes
49,divorced,947,no,unknown,yes
22,single,71,no,cellular,yes
36,married,521,no,cellular,yes
38,married,5115,no,cellular,yes
40,married,-17,yes,cellular,yes
24,married,556,no,cellular,yes
78,divorced,229,no,telephone,yes
25,single,325,no,cellular,yes
63,married,5112,no,telephone,yes
31,single,11821,no,cellular,yes
41,single,650,no,cellular,yes
50,married,8648,no,cellular,yes
27,single,168,no,cellular,yes
27,single,2486,no,unknown,yes
50,divorced,396,no,unknown,yes
44,married,1791,no,telephone,yes
26,single,168,no,cellular,yes
46,married,3308,no,cellular,yes
36,married,4721,no,cellular,yes
35,single,18111,no,cellular,yes
68,married,1146,no,cellular,yes
50,divorced,237,yes,telephone,yes
36,married,618,no,cellular,yes
34,divorced,1085,no,cellular,yes
30,single,1028,no,cellular,yes
22,single,114,no,cellular,yes
59,married,0,no,cellular,yes
60,married,631,no,cellular,yes
32,married,660,no,cellular,yes
46,married,2421,no,cellular,yes
23,single,794,no,cellular,yes
22,single,2138,yes,cellular,yes
59,married,2965,no,cellular,yes
26,single,222,no,cellular,yes
35,divorced,6997,no,cellular,yes
53,married,665,no,cellular,yes
39,married,285,no,cellular,yes
32,married,473,yes,cellular,yes
41,married,2226,no,cellular,yes
37,single,245,yes,unknown,yes
35,married,1133,no,cellular,yes
42,married,294,no,cellular,yes
27,divorced,451,no,cellular,yes
57,married,19268,no,unknown,yes
41,married,1461,no,unknown,yes
37,single,465,no,cellular,yes
44,divorced,0,no,cellular,yes
32,single,654,no,cellular,yes
34,married,79,no,cellular,yes
42,married,4216,no,cellular,yes
54,married,66,no,cellular,yes
48,married,0,no,cellular,yes
73,married,5539,no,telephone,yes
33,married,2599,no,cellular,yes
42,married,2187,no,cellular,yes
57,married,2120,no,cellular,yes
29,single,339,no,unknown,yes
47,married,8229,no,cellular,yes
51,married,346,no,cellular,yes
34,married,158,no,cellular,yes
25,single,7103,no,cellular,yes
50,married,4855,no,cellular,yes
47,single,3696,no,cellular,yes
40,married,-357,no,cellular,yes
79,married,8304,no,telephone,yes
30,single,48,no,cellular,yes
54,single,384,yes,cellular,yes
53,married,751,no,cellular,yes
33,divorced,3546,no,unknown,yes
60,married,73,no,telephone,yes
35,single,71,no,cellular,yes
46,married,974,no,cellular,yes
52,married,306,no,cellular,yes
50,married,3463,yes,cellular,yes
47,married,3676,no,cellular,yes
73,married,459,no,cellular,yes
35,married,286,no,cellular,yes
26,married,-11,yes,cellular,yes
46,married,273,no,cellular,yes
42,married,2665,no,cellular,yes
29,single,3290,no,cellular,yes
30,single,8535,no,cellular,yes
37,married,1276,no,cellular,yes
28,single,2736,no,cellular,yes
32,married,10287,no,cellular,yes
53,married,1624,no,cellular,yes
41,married,0,no,cellular,yes
40,married,446,no,unknown,yes
53,married,395,no,cellular,yes
64,divorced,315,no,cellular,yes
32,married,484,no,cellular,yes
48,married,0,no,unknown,yes
35,single,507,no,cellular,yes
43,married,2987,no,cellular,yes
25,single,801,no,cellular,yes
43,married,0,no,cellular,yes
29,single,572,no,telephone,yes
61,single,2,no,cellular,yes
64,married,34,no,cellular,yes
27,single,1075,no,cellular,yes
38,single,508,yes,cellular,yes
36,married,926,no,cellular,yes
61,married,10861,no,cellular,yes
49,divorced,24,no,cellular,yes
33,single,611,no,telephone,yes
25,single,1857,no,cellular,yes
33,single,329,no,cellular,yes
51,married,2635,no,cellular,yes
32,married,225,no,cellular,yes
32,married,1604,yes,cellular,yes
72,married,4657,no,telephone,yes
34,married,1406,no,cellular,yes
38,married,6728,no,cellular,yes
35,married,611,no,cellular,yes
38,divorced,1805,no,unknown,yes
43,single,-399,yes,cellular,yes
31,single,208,no,cellular,yes
30,married,10884,no,cellular,yes
22,single,3472,no,cellular,yes
46,married,556,yes,unknown,yes
52,married,7192,no,cellular,yes
35,single,13460,no,cellular,yes
71,married,2988,no,telephone,yes
30,single,102,no,cellular,yes
25,single,1868,no,cellular,yes
34,single,-578,no,cellular,yes
51,married,241,no,cellular,yes
25,single,162,no,cellular,yes
48,married,5320,no,unknown,yes
42,married,366,no,cellular,yes
55,married,1504,no,cellular,yes
38,single,262,no,cellular,yes
26,single,191,no,cellular,yes
27,married,73,no,cellular,yes
75,married,358,no,cellular,yes
32,single,483,no,cellular,yes
39,single,5047,no,cellular,yes
46,single,5862,no,cellular,yes
40,married,0,no,cellular,yes
36,divorced,2843,no,cellular,yes
54,divorced,351,no,unknown,yes
42,married,372,no,cellular,yes
42,married,27696,no,cellular,yes
37,single,133,no,cellular,yes
25,single,3,no,cellular,yes
29,single,15459,no,cellular,yes
32,single,2551,no,cellular,yes
64,married,571,no,cellular,yes
55,married,7803,no,cellular,yes
56,married,0,no,cellular,yes
28,single,24,no,cellular,yes
52,divorced,2104,no,cellular,yes
36,divorced,3158,no,cellular,yes
25,married,10,no,cellular,yes
66,married,147,no,telephone,yes
31,single,12857,no,telephone,yes
43,divorced,4389,no,telephone,yes
59,married,474,no,cellular,yes
35,married,2326,yes,cellular,yes
48,married,3644,yes,telephone,yes
38,married,1988,no,cellular,yes
27,married,1595,no,cellular,yes
25,single,331,no,telephone,yes
56,married,4623,no,cellular,yes
54,divorced,12018,no,cellular,yes
36,married,154,no,cellular,yes
31,single,190,no,cellular,yes
62,married,3904,no,telephone,yes
31,single,882,no,cellular,yes
66,divorced,53,no,cellular,yes
32,single,6542,no,cellular,yes
40,divorced,687,no,cellular,yes
43,married,3064,no,cellular,yes
51,divorced,9228,no,cellular,yes
34,married,800,no,cellular,yes
47,married,3505,no,cellular,yes
36,single,5958,no,cellular,yes
27,single,667,no,cellular,yes
52,divorced,36,yes,cellular,yes
44,single,1059,no,unknown,yes
26,married,915,no,cellular,yes
32,married,1547,no,cellular,yes
34,married,3050,no,cellular,yes
35,married,7050,no,cellular,yes
32,single,2,no,cellular,yes
43,married,14144,no,cellular,yes
50,married,705,no,unknown,yes
40,married,1758,no,unknown,yes
29,single,476,no,cellular,yes
32,married,348,no,cellular,yes
50,married,5969,no,cellular,yes
65,married,3195,no,telephone,yes
59,married,2013,no,cellular,yes
44,married,121,no,cellular,yes
33,married,82,no,cellular,yes
33,single,935,no,cellular,yes
57,married,3754,no,cellular,yes
38,single,104,no,cellular,yes
49,married,4751,no,cellular,yes
45,married,1529,no,cellular,yes
25,single,102,yes,cellular,yes
22,single,1796,no,cellular,yes
32,single,935,no,cellular,yes
36,single,365,no,cellular,yes
32,divorced,222,yes,cellular,yes
45,single,0,no,cellular,yes
35,single,1015,no,unknown,yes
23,single,107,no,cellular,yes
50,married,82,no,telephone,yes
31,married,877,no,cellular,yes
61,married,2557,no,cellular,yes
42,married,1673,no,cellular,yes
39,married,2467,no,cellular,yes
37,single,980,no,cellular,yes
30,single,183,no,cellular,yes
55,divorced,387,no,unknown,yes
30,divorced,459,no,cellular,yes
57,married,1227,no,cellular,yes
31,single,302,no,cellular,yes
37,divorced,175,yes,unknown,yes
34,married,182,no,cellular,yes
31,married,-367,no,cellular,yes
52,married,876,no,cellular,yes
48,divorced,201,no,cellular,yes
73,married,796,no,cellular,yes
54,divorced,0,no,unknown,yes
38,married,1559,no,cellular,yes
39,married,70,no,unknown,yes
44,single,2734,no,cellular,yes
29,single,3528,no,cellular,yes
51,married,469,no,cellular,yes
31,married,3311,no,unknown,yes
33,single,152,no,cellular,yes
39,married,1047,no,unknown,yes
30,married,484,no,unknown,yes
39,married,1587,no,cellular,yes
25,married,4461,no,cellular,yes
57,single,3551,no,cellular,yes
35,married,495,no,cellular,yes
27,single,3792,no,cellular,yes
27,single,489,no,cellular,yes
28,single,159,no,cellular,yes
41,single,985,no,cellular,yes
46,married,369,no,unknown,yes
38,divorced,257,no,cellular,yes
35,married,2779,no,cellular,yes
24,single,638,yes,cellular,yes
24,single,833,no,cellular,yes
28,single,9314,no,cellular,yes
28,single,4745,no,telephone,yes
53,married,2693,no,cellular,yes
45,married,160,no,cellular,yes
33,married,1697,no,cellular,yes
51,married,0,no,unknown,yes
32,single,-770,no,cellular,yes
65,married,20806,no,telephone,yes
32,married,3136,no,cellular,yes
67,married,1430,no,cellular,yes
53,married,6831,no,cellular,yes
41,divorced,664,yes,cellular,yes
30,single,49,no,cellular,yes
37,married,604,no,cellular,yes
27,single,931,no,cellular,yes
77,married,699,no,cellular,yes
32,single,212,no,cellular,yes
25,single,362,no,cellular,yes
32,single,2667,no,cellular,yes
43,married,-754,yes,cellular,yes
30,married,517,no,cellular,yes
59,divorced,258,no,telephone,yes
61,married,3140,yes,cellular,yes
32,single,658,no,cellular,yes
37,married,255,no,cellular,yes
51,married,5350,yes,cellular,yes
55,divorced,9756,no,cellular,yes
38,single,3646,no,cellular,yes
47,married,368,no,cellular,yes
59,divorced,1,no,cellular,yes
51,married,1435,no,unknown,yes
25,single,122,no,cellular,yes
67,divorced,2027,no,cellular,yes
58,married,496,no,cellular,yes
52,single,83,no,cellular,yes
54,single,467,no,cellular,yes
27,single,0,yes,cellular,yes
41,married,471,no,cellular,yes
72,married,5715,no,cellular,yes
24,married,-389,yes,unknown,yes
36,single,364,yes,cellular,yes
39,married,25,yes,cellular,yes
55,divorced,3450,no,cellular,yes
35,married,2374,no,cellular,yes
32,single,5514,no,cellular,yes
29,single,455,no,telephone,yes
59,single,739,no,cellular,yes
33,married,336,no,cellular,yes
30,divorced,436,no,cellular,yes
30,single,536,no,cellular,yes
37,married,0,no,cellular,yes
39,single,0,no,cellular,yes
40,married,1181,no,cellular,yes
29,single,265,no,cellular,yes
24,single,2573,no,cellular,yes
31,married,-537,yes,cellular,yes
62,married,1128,no,cellular,yes
33,married,2780,no,cellular,yes
67,married,405,no,cellular,yes
44,married,706,no,unknown,yes
79,married,2661,no,cellular,yes
30,single,2734,no,cellular,yes
38,married,196,no,cellular,yes
31,single,533,no,telephone,yes
38,married,6728,no,cellular,yes
36,single,1227,yes,cellular,yes
30,married,5,no,cellular,yes
34,married,197,no,cellular,yes
27,single,13,no,cellular,yes
32,married,284,no,cellular,yes
37,single,33,no,cellular,yes
56,married,2333,no,cellular,yes
28,single,1705,no,cellular,yes
49,married,2039,no,cellular,yes
23,single,381,no,cellular,yes
56,married,3738,no,cellular,yes
54,divorced,4401,no,telephone,yes
59,married,553,no,cellular,yes
53,married,-725,no,unknown,yes
51,married,67,no,unknown,yes
31,married,330,no,cellular,yes
62,divorced,5943,no,telephone,yes
38,single,25,no,cellular,yes
25,single,316,no,cellular,yes
43,divorced,4389,no,cellular,yes
45,divorced,0,no,cellular,yes
78,divorced,1389,no,cellular,yes
30,single,398,no,cellular,yes
69,divorced,247,no,cellular,yes
48,married,0,yes,cellular,yes
31,single,131,no,cellular,yes
57,single,604,no,cellular,no
45,divorced,0,no,cellular,no
48,married,238,yes,cellular,no
34,single,673,no,cellular,no
37,married,7944,no,cellular,no
32,married,3696,no,unknown,no
35,married,347,no,unknown,no
31,married,-199,yes,telephone,no
54,married,337,no,unknown,no
52,married,5091,no,cellular,no
29,single,970,no,cellular,no
34,single,258,no,unknown,no
37,divorced,614,no,unknown,no
66,married,1929,no,cellular,no
33,married,2362,no,cellular,no
60,married,8121,yes,cellular,no
55,divorced,608,no,cellular,no
34,single,3723,no,unknown,no
52,married,117,yes,cellular,no
29,married,363,no,cellular,no
43,divorced,130,no,unknown,no
57,divorced,2225,no,cellular,no
32,married,-105,yes,telephone,no
67,married,7687,no,telephone,no
45,married,222,no,cellular,no
47,single,736,no,cellular,no
31,single,84,no,cellular,no
52,divorced,196,no,unknown,no
41,married,2123,no,cellular,no
35,single,-482,no,unknown,no
48,divorced,700,no,cellular,no
53,married,1388,no,cellular,no
59,married,222,no,cellular,no
26,single,592,yes,unknown,no
30,married,0,no,cellular,no
56,married,411,no,unknown,no
41,divorced,-104,no,unknown,no
52,married,475,no,cellular,no
35,single,181,no,cellular,no
41,married,653,no,telephone,no
39,married,0,no,unknown,no
51,married,0,yes,cellular,no
46,married,942,no,cellular,no
43,divorced,13,yes,cellular,no
31,single,200,no,cellular,no
56,married,660,no,unknown,no
35,married,1309,no,cellular,no
58,married,-364,no,unknown,no
33,married,-616,yes,unknown,no
36,single,2596,no,unknown,no
49,single,5802,no,cellular,no
47,married,568,no,telephone,no
61,married,296,yes,unknown,no
45,married,561,no,unknown,no
53,divorced,2894,no,cellular,no
31,married,2344,no,cellular,no
35,married,1345,no,cellular,no
55,married,171,no,cellular,no
50,married,1838,yes,cellular,no
53,married,549,no,telephone,no
45,married,1097,yes,cellular,no
45,married,1148,no,cellular,no
32,single,3818,no,cellular,no
33,married,934,no,unknown,no
51,married,-637,yes,cellular,no
27,married,65,yes,cellular,no
37,married,24,no,cellular,no
45,married,907,no,cellular,no
40,married,100,no,unknown,no
41,married,686,no,cellular,no
35,single,3,yes,cellular,no
62,married,4692,no,cellular,no
42,married,-197,no,cellular,no
38,divorced,4335,no,cellular,no
36,single,664,no,cellular,no
59,married,307,yes,unknown,no
46,divorced,5,yes,cellular,no
42,married,-67,no,unknown,no
27,single,3754,no,cellular,no
44,married,1139,no,cellular,no
32,married,250,no,unknown,no
32,divorced,3695,no,cellular,no
43,married,1025,no,cellular,no
38,married,328,no,cellular,no
40,married,0,no,cellular,no
44,married,6203,yes,unknown,no
49,divorced,1904,yes,cellular,no
37,married,347,no,cellular,no
40,married,1289,no,cellular,no
54,divorced,129,no,unknown,no
38,married,178,no,unknown,no
45,married,81,yes,cellular,no
49,married,599,no,cellular,no
46,married,190,no,cellular,no
39,married,0,no,unknown,no
56,married,563,no,cellular,no
37,married,105,no,unknown,no
39,married,3518,no,cellular,no
53,married,248,yes,cellular,no
38,married,961,no,unknown,no
25,single,640,no,unknown,no
35,married,1144,no,cellular,no
47,married,0,no,unknown,no
40,married,4381,no,telephone,no
31,married,1134,no,cellular,no
50,married,570,no,unknown,no
40,married,0,no,unknown,no
55,married,357,no,cellular,no
31,married,593,no,cellular,no
59,married,229,yes,unknown,no
52,married,0,no,unknown,no
55,married,1157,no,cellular,no
49,married,234,no,cellular,no
31,married,322,no,unknown,no
55,married,113,no,unknown,no
38,married,2139,no,unknown,no
52,married,2251,no,unknown,no
57,divorced,0,no,unknown,no
65,divorced,2756,no,cellular,no
53,married,7132,no,cellular,no
34,single,2047,no,cellular,no
41,single,0,no,cellular,no
44,married,1151,no,unknown,no
49,married,5244,no,cellular,no
39,married,1,no,unknown,no
54,married,203,no,cellular,no
22,single,2162,no,telephone,no
31,married,337,no,unknown,no
53,married,0,no,cellular,no
59,divorced,2,no,cellular,no
59,married,1365,no,unknown,no
56,married,2366,yes,cellular,no
52,divorced,-803,no,cellular,no
57,divorced,873,no,unknown,no
41,married,-76,no,cellular,no
39,married,2990,no,telephone,no
35,divorced,538,no,unknown,no
53,divorced,6388,no,telephone,no
35,married,840,no,cellular,no
25,single,1847,no,cellular,no
34,married,40,no,cellular,no
38,married,30,no,unknown,no
42,married,860,no,unknown,no
28,single,123,no,unknown,no
35,married,667,no,cellular,no
34,single,601,no,cellular,no
32,married,616,no,cellular,no
38,married,259,no,cellular,no
32,single,307,no,cellular,no
41,married,-29,no,cellular,no
41,married,849,yes,cellular,no
26,single,47,no,cellular,no
60,married,2194,no,telephone,no
51,married,3413,no,cellular,no
24,single,1299,yes,cellular,no
37,married,622,no,cellular,no
44,married,1901,no,cellular,no
74,divorced,166,no,cellular,no
50,married,1717,no,telephone,no
31,single,-160,no,unknown,no
31,married,89,no,unknown,no
25,single,493,no,unknown,no
39,married,2644,no,unknown,no
30,single,596,no,cellular,no
60,married,0,no,cellular,no
48,married,606,no,cellular,no
30,married,-346,yes,cellular,no
43,single,550,no,cellular,no
44,single,237,no,cellular,no
29,single,415,yes,cellular,no
46,married,-125,no,unknown,no
28,single,1984,no,cellular,no
34,married,121,no,telephone,no
42,divorced,266,yes,cellular,no
59,married,1723,no,unknown,no
27,single,1049,no,telephone,no
36,married,21,no,telephone,no
34,single,341,no,unknown,no
30,married,233,no,unknown,no
50,married,247,no,unknown,no
50,married,3117,no,cellular,no
45,married,242,yes,cellular,no
40,single,24,no,unknown,no
49,married,7007,no,cellular,no
54,married,1851,no,unknown,no
31,single,573,no,telephone,no
35,married,1178,yes,cellular,no
34,married,748,yes,cellular,no
48,divorced,-407,no,cellular,no
51,married,4695,no,cellular,no
47,single,2500,no,cellular,no
45,single,86,no,cellular,no
33,married,968,yes,cellular,no
33,single,192,no,cellular,no
27,single,93,no,unknown,no
47,married,0,no,cellular,no
54,divorced,0,yes,cellular,no
37,married,-491,no,cellular,no
43,married,1517,no,unknown,no
49,married,0,no,cellular,no
43,married,775,no,cellular,no
27,single,276,no,unknown,no
44,married,5781,yes,cellular,no
37,divorced,0,no,cellular,no
50,married,901,no,unknown,no
50,married,431,no,cellular,no
52,married,911,no,unknown,no
26,single,96,no,cellular,no
35,married,0,yes,cellular,no
47,divorced,-288,no,unknown,no
55,divorced,2923,no,unknown,no
26,single,16,yes,cellular,no
37,married,744,yes,cellular,no
56,married,551,no,unknown,no
33,married,322,no,cellular,no
36,married,199,no,cellular,no
32,single,0,no,cellular,no
30,single,0,no,cellular,no
39,single,633,no,cellular,no
28,single,203,no,cellular,no
36,single,583,no,cellular,no
39,single,2749,no,cellular,no
48,divorced,769,yes,cellular,no
34,married,1924,yes,cellular,no
50,married,1064,no,cellular,no
26,single,1099,no,cellular,no
35,married,2971,no,cellular,no
44,married,2657,no,unknown,no
47,married,21,no,cellular,no
62,married,0,no,cellular,no
55,single,0,no,cellular,no
26,single,9447,no,cellular,no
88,married,433,no,telephone,no
28,single,375,no,cellular,no
41,married,2399,no,cellular,no
25,single,148,no,cellular,no
40,divorced,224,no,unknown,no
35,married,147,no,cellular,no
65,divorced,744,no,cellular,no
40,single,-94,no,cellular,no
43,divorced,9,no,cellular,no
29,single,1218,no,cellular,no
48,single,1106,yes,cellular,no
35,married,0,no,cellular,no
30,single,167,no,unknown,no
32,single,0,no,cellular,no
30,married,324,no,cellular,no
30,single,127,no,cellular,no
24,married,230,no,cellular,no
29,married,344,yes,unknown,no
44,married,105,no,unknown,no
42,married,634,no,cellular,no
45,married,317,no,cellular,no
57,married,2234,no,unknown,no
36,married,223,no,unknown,no
49,married,230,no,unknown,no
30,single,0,no,cellular,no
48,divorced,313,no,cellular,no
32,married,289,no,cellular,no
35,married,0,no,cellular,no
40,married,3676,yes,unknown,no
32,married,-184,no,cellular,no
37,single,3954,no,cellular,no
37,married,2951,no,cellular,no
43,married,78,no,cellular,no
48,married,1526,no,cellular,no
36,married,0,no,cellular,no
33,single,233,no,unknown,no
33,married,67,yes,unknown,no
36,single,38,no,unknown,no
65,married,1948,no,cellular,no
50,married,5296,no,cellular,no
34,single,612,no,cellular,no
35,married,4872,no,cellular,no
32,single,131,no,cellular,no
34,single,4943,yes,cellular,no
34,married,-257,no,cellular,no
33,married,331,no,unknown,no
45,married,105,yes,unknown,no
35,married,1160,yes,telephone,no
53,married,4930,yes,cellular,no
39,divorced,471,no,unknown,no
38,married,35,no,unknown,no
35,single,1750,no,cellular,no
52,married,5275,yes,cellular,no
30,single,728,no,cellular,no
37,married,0,no,unknown,no
33,married,263,no,cellular,no
52,married,601,no,unknown,no
29,married,6429,yes,cellular,no
28,single,1076,no,unknown,no
37,married,-57,yes,cellular,no
33,single,2,no,cellular,no
32,married,514,no,unknown,no
25,single,-375,no,cellular,no
37,married,28,no,cellular,no
34,single,404,no,cellular,no
40,married,3430,no,cellular,no
40,married,99,no,cellular,no
38,married,2669,no,cellular,no
39,single,202,no,cellular,no
37,single,715,no,unknown,no
35,married,674,no,unknown,no
33,single,312,no,cellular,no
38,married,1463,no,cellular,no
37,married,789,yes,cellular,no
29,single,7,no,cellular,no
42,married,473,no,cellular,no
45,divorced,3150,no,cellular,no
42,married,12223,no,cellular,no
33,married,1541,no,unknown,no
35,single,142,no,cellular,no
30,single,3,no,unknown,no
31,single,1207,no,cellular,no
45,married,351,no,telephone,no
44,divorced,777,no,cellular,no
31,married,997,no,cellular,no
30,married,15,no,unknown,no
54,married,2819,no,cellular,no
35,married,126,no,cellular,no
36,married,953,no,cellular,no
55,married,10,no,cellular,no
45,married,-577,yes,cellular,no
30,single,1159,no,cellular,no
57,married,1350,no,cellular,no
59,married,88,no,cellular,no
47,married,-245,yes,unknown,no
34,single,161,yes,cellular,no
46,divorced,41,no,unknown,no
56,divorced,450,no,unknown,no
24,single,782,no,cellular,no
40,married,-666,no,unknown,no
50,married,-151,no,cellular,no
31,married,55,yes,cellular,no
37,married,-666,no,cellular,no
45,married,87,no,cellular,no
45,married,4629,no,telephone,no
36,single,2176,no,unknown,no
57,married,3431,no,cellular,no
39,married,208,no,cellular,no
47,married,0,no,cellular,no
44,divorced,240,no,unknown,no
39,married,1388,no,cellular,no
40,married,5807,no,unknown,no
48,divorced,17,no,cellular,no
56,married,0,no,cellular,no
50,single,1743,no,unknown,no
29,single,1008,no,unknown,no
33,single,151,no,cellular,no
57,married,3196,no,cellular,no
54,married,1411,no,cellular,no
64,divorced,630,no,cellular,no
61,married,0,yes,telephone,no
36,married,561,no,unknown,no
50,married,0,no,unknown,no
30,single,281,no,cellular,no
40,married,40,no,cellular,no
40,married,0,no,cellular,no
30,divorced,1032,no,unknown,no
55,divorced,-207,no,cellular,no
59,married,235,no,cellular,no
37,married,0,no,cellular,no
53,married,367,yes,cellular,no
56,married,505,yes,cellular,no
33,married,804,yes,unknown,no
49,married,-301,no,cellular,no
47,married,-813,yes,unknown,no
34,married,79,no,unknown,no
33,married,50,no,cellular,no
31,single,1205,no,cellular,no
44,single,365,no,unknown,no
50,married,-1415,no,cellular,no
39,single,223,no,cellular,no
41,married,1897,no,unknown,no
33,married,22867,no,cellular,no
40,married,949,no,cellular,no
42,married,1165,no,cellular,no
37,divorced,1655,no,cellular,no
56,married,260,no,telephone,no
49,divorced,0,no,cellular,no
35,single,-880,yes,cellular,no
41,divorced,107,no,cellular,no
52,married,1624,no,unknown,no
33,single,1257,no,cellular,no
40,single,355,no,cellular,no
44,divorced,579,no,unknown,no
39,married,1403,no,cellular,no
39,married,-176,no,cellular,no
28,single,-513,yes,cellular,no
45,single,586,yes,cellular,no
63,divorced,1840,no,cellular,no
32,single,720,no,cellular,no
28,single,97,no,unknown,no
36,single,13,yes,cellular,no
34,divorced,140,no,cellular,no
45,married,521,no,unknown,no
30,married,364,yes,cellular,no
